,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,volumen,sleeve,neckline,material,neckline_effects
14023,379,561222002,561222,Moana rollerneck,upper body,shorter double knitted jumper in a soft wool blend with a turtle neck low dropped shoulders and long wide sleeves,redsweater knitwear shorter double knitted jumper in a soft wool blend with a turtle neck low dropped shoulders and long wide sleeves,amplio,fluida,alto,voluminosa,alto,wool,cerrado
14062,380,561343001,561343,Sigita,upper body,fitted off the shoulder top in cotton jersey with long sleeves,blacktop jersey basic fitted off the shoulder top in cotton jersey with long sleeves,ajustado,media,bajo,larga,strapless,cotton,horizontal
14063,381,561343002,561343,Sigita,upper body,fitted off the shoulder top in cotton jersey with long sleeves,blacktop jersey basic fitted off the shoulder top in cotton jersey with long sleeves,ajustado,media,bajo,larga,strapless,cotton,horizontal
14074,382,561445001,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,greyt shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14075,383,561445003,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,bluet shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14076,384,561445005,561445,Billie,upper body,short sleeved fitted jersey top with a slightly deeper neckline,blackt shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14077,385,561445006,561445,Billie,upper body,short sleeved fitted jersey top with a slightly deeper neckline,whitet shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14078,386,561445007,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,khaki greent shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14079,387,561445008,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,bluet shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14080,388,561445010,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,khaki greent shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14081,389,561445011,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,oranget shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14082,390,561445018,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,bluet shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14083,391,561445020,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,whitet shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14084,392,561445025,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,blackt shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14085,393,561445026,561445,Billie.,upper body,short sleeved fitted jersey top with a slightly deeper neckline,redt shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14086,394,561445037,561445,Billie,upper body,short sleeved fitted jersey top with a slightly deeper neckline,whitet shirt jersey basic short sleeved fitted jersey top with a slightly deeper neckline,ajustado,media,medio,unknown,profundo,knit,alarga
14140,395,561665002,561665,Statement,upper body,wide short jumper in a soft jacquard knit containing glittery threads with long wide sleeves and ribbing around the neckline cuffs and hem,blacksweater knitwear wide short jumper in a soft jacquard knit containing glittery threads with long wide sleeves and ribbing around the neckline cuffs and hem,amplio,fluida,alto,voluminosa,unknown,knit,unknown
14165,396,561764001,561764,Attract,upper body,jumper in a soft knit containing some wool with a ribbed turtle neck low dropped shoulders and wide sleeves with narrow cuffs,orangesweater knitwear jumper in a soft knit containing some wool with a ribbed turtle neck low dropped shoulders and wide sleeves with narrow cuffs,amplio,fluida,alto,voluminosa,alto,wool,cerrado
14166,397,561764002,561764,Attract,upper body,jumper in a soft knit containing some wool with a ribbed turtle neck low dropped shoulders and wide sleeves with narrow cuffs,orangesweater knitwear jumper in a soft knit containing some wool with a ribbed turtle neck low dropped shoulders and wide sleeves with narrow cuffs,amplio,fluida,alto,voluminosa,alto,wool,cerrado
14167,398,561764003,561764,Attract,upper body,jumper in a soft knit containing some wool with a ribbed turtle neck low dropped shoulders and wide sleeves with narrow cuffs,greysweater knitwear jumper in a soft knit containing some wool with a ribbed turtle neck low dropped shoulders and wide sleeves with narrow cuffs,amplio,fluida,alto,voluminosa,alto,wool,cerrado
14174,399,561796001,561796,Twiggy,upper body,fitted top in soft cotton and viscose jersey with a round neckline and short sleeves with sewn in turn ups,whitet shirt jersey basic fitted top in soft cotton and viscose jersey with a round neckline and short sleeves with sewn in turn ups,ajustado,fluida,bajo,corta,redondo,sintetico,cerrado
14175,400,561796002,561796,Twiggy,upper body,fitted top in soft cotton and viscose jersey with a round neckline and short sleeves with sewn in turn ups,undefinedt shirt jersey basic fitted top in soft cotton and viscose jersey with a round neckline and short sleeves with sewn in turn ups,ajustado,fluida,bajo,corta,redondo,sintetico,cerrado
14176,401,561796003,561796,Twiggy,upper body,fitted top in soft cotton and viscose jersey with a round neckline and short sleeves with sewn in turn ups,greyt shirt jersey basic fitted top in soft cotton and viscose jersey with a round neckline and short sleeves with sewn in turn ups,ajustado,fluida,bajo,corta,redondo,sintetico,cerrado
14372,402,562582001,562582,PUFFY CREW V 5,upper body,top in light sweatshirt fabric with dropped shoulders wide puff sleeves with ribbed cuffs and a rolled raw edge hem,bluetop jersey fancy top in light sweatshirt fabric with dropped shoulders wide puff sleeves with ribbed cuffs and a rolled raw edge hem,amplio,media,alto,voluminosa,unknown,knit,unknown
14373,403,562582002,562582,PUFFY CREW V 5,upper body,top in light sweatshirt fabric with dropped shoulders wide puff sleeves with ribbed cuffs and a rolled raw edge hem,greytop jersey fancy top in light sweatshirt fabric with dropped shoulders wide puff sleeves with ribbed cuffs and a rolled raw edge hem,amplio,media,alto,voluminosa,unknown,knit,unknown
14390,404,562637001,562637,Sandy,upper body,blouse in lightweight crepe with frills a stand up collar and opening with a button at the back of the neck long wide sleeves with pleats at the top and buttoned cuffs,redblouse blouses blouse in lightweight crepe with frills a stand up collar and opening with a button at the back of the neck long wide sleeves with pleats at the top and buttoned cuffs,amplio,fluida,alto,voluminosa,alto,unknown,cerrado
14472,405,563027001,563027,Iago cropped hoodie,upper body,short hooded jumper in a soft knit containing some wool with a drawstring at the top wide raglan sleeves and ribbing at the cuffs and hem,greysweater knitwear short hooded jumper in a soft knit containing some wool with a drawstring at the top wide raglan sleeves and ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
14473,406,563027002,563027,Iago cropped hoodie,upper body,short hooded jumper in a soft knit containing some wool with a drawstring at the top wide raglan sleeves and ribbing at the cuffs and hem,pinksweater knitwear short hooded jumper in a soft knit containing some wool with a drawstring at the top wide raglan sleeves and ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
14474,407,563027004,563027,Iago cropped hoodie,upper body,short hooded jumper in a soft knit containing some wool with a drawstring at the top wide raglan sleeves and ribbing at the cuffs and hem,bluesweater knitwear short hooded jumper in a soft knit containing some wool with a drawstring at the top wide raglan sleeves and ribbing at the cuffs and hem,amplio,fluida,alto,voluminosa,unknown,wool,unknown
14475,408,563034001,563034,Jupiter (S7) v-neck,upper body,jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,greysweater knitwear jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,regular,fluida,medio,larga,v,wool,alarga
14476,409,563034002,563034,Jupiter (S7) v-neck,upper body,jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,bluesweater knitwear jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,regular,fluida,medio,larga,v,wool,alarga
14477,410,563034003,563034,Jupiter (S7) v-neck,upper body,jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,blacksweater knitwear jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,regular,fluida,medio,larga,v,wool,alarga
14478,411,563034004,563034,Jupiter (S7) v-neck,upper body,jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,yellowsweater knitwear jumper in a soft knit containing some wool with a v neck low dropped shoulders with reverse stitched seams long sleeves and roll edges at the cuffs and hem longer at the back,regular,fluida,medio,larga,v,wool,alarga
